"","assist","clean_sheet","goal","matchday","game_play_duration","total_earnings","away_shortname","away_squad","away_score","time_on_pitch","status","id","match_id","period","finished","home_shortname","home_squad","home_score","in_for_player","sub_in_timestamp","sub_in_minutes","sub_out_minutes","sub_out_timestamp","shot_on_target","attempt_saved","successful_pass","ID","Name","Club","Pos","init_Value"
"1",NA,0,NA,1,90,120000,"KOE",1562,3,90,"starter",64467,8764,"FullTime","True","VFB",1578,1,NA,1439739000,0,NA,NA,NA,6,31,64467,"T. Horn","KOE","GOA",8
"2",NA,0,NA,2,90,86000,"WOB",1579,1,90,"starter",64467,8775,"FullTime","True","KOE",1562,1,NA,1440250200,0,NA,NA,NA,5,31,64467,"T. Horn","KOE","GOA",8
"3",NA,0,NA,3,90,115000,"HSV",1572,1,90,"starter",64467,8766,"FullTime","True","KOE",1562,2,NA,1440855000,0,NA,NA,NA,6,38,64467,"T. Horn","KOE","GOA",8
"4",NA,0,NA,4,90,-3500,"KOE",1562,2,90,"starter",64467,8795,"FullTime","True","SGE",1567,6,NA,1442075400,0,NA,NA,NA,5,21,64467,"T. Horn","KOE","GOA",8
"5",NA,1,NA,5,90,158000,"BMG",1566,0,90,"starter",64467,8784,"FullTime","True","KOE",1562,1,NA,1442669400,0,NA,NA,NA,2,20,64467,"T. Horn","KOE","GOA",8
"6",NA,0,NA,6,90,43500,"KOE",1562,0,90,"starter",64467,8817,"FullTime","True","BSC",1574,2,NA,1442944800,0,NA,NA,NA,6,25,64467,"T. Horn","KOE","GOA",8
"7",NA,0,NA,7,90,56500,"FCI",1570,1,90,"starter",64467,8802,"FullTime","True","KOE",1562,1,NA,1443205800,0,NA,NA,NA,4,26,64467,"T. Horn","KOE","GOA",8
"8",NA,1,NA,8,90,195000,"KOE",1562,3,90,"starter",64467,8833,"FullTime","True","S04",1571,0,NA,1443965400,0,NA,NA,NA,7,14,64467,"T. Horn","KOE","GOA",8
"9",NA,0,NA,9,90,9000,"H96",1573,1,90,"starter",64467,8820,"FullTime","True","KOE",1562,0,NA,1445175000,0,NA,NA,NA,3,15,64467,"T. Horn","KOE","GOA",8
"10",NA,0,NA,10,90,35000,"KOE",1562,0,90,"starter",64467,8851,"FullTime","True","FCB",1569,4,NA,1445693400,0,NA,NA,NA,9,25,64467,"T. Horn","KOE","GOA",8
"11",NA,1,NA,11,90,128500,"TSG",1577,0,90,"starter",64467,8838,"FullTime","True","KOE",1562,0,NA,1446301800,0,NA,NA,NA,4,35,64467,"T. Horn","KOE","GOA",8
"12",NA,0,NA,12,90,82500,"KOE",1562,2,90,"starter",64467,8866,"FullTime","True","B04",1564,1,NA,1446906600,0,NA,NA,NA,3,23,64467,"T. Horn","KOE","GOA",8
"13",NA,1,NA,13,90,116500,"M05",1563,0,90,"starter",64467,8856,"FullTime","True","KOE",1562,0,NA,1448116200,0,NA,NA,NA,1,26,64467,"T. Horn","KOE","GOA",8
"14",NA,1,NA,14,90,126000,"KOE",1562,0,90,"starter",64467,8889,"FullTime","True","D98",1575,0,NA,1448652600,0,NA,NA,NA,1,23,64467,"T. Horn","KOE","GOA",8
"15",NA,0,NA,15,90,57000,"FCA",1568,1,90,"starter",64467,8874,"FullTime","True","KOE",1562,0,NA,1449325800,0,NA,NA,NA,7,31,64467,"T. Horn","KOE","GOA",8
"16",NA,0,NA,16,90,131000,"KOE",1562,1,90,"starter",64467,8907,"FullTime","True","BRE",1576,1,NA,1449930600,0,NA,NA,NA,5,23,64467,"T. Horn","KOE","GOA",8
"17",NA,0,NA,17,90,66000,"BVB",1565,1,90,"starter",64467,8892,"FullTime","True","KOE",1562,2,NA,1450535400,0,NA,NA,NA,2,15,64467,"T. Horn","KOE","GOA",8
"18",NA,0,NA,1,0,0,"KOE",1562,3,0,"bench",64468,8764,"FullTime","True","VFB",1578,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"19",NA,0,NA,2,0,0,"WOB",1579,1,0,"bench",64468,8775,"FullTime","True","KOE",1562,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"20",NA,0,NA,3,0,0,"HSV",1572,1,0,"bench",64468,8766,"FullTime","True","KOE",1562,2,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"21",NA,0,NA,4,0,0,"KOE",1562,2,0,"not_present",64468,8795,"FullTime","True","SGE",1567,6,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"22",NA,0,NA,5,0,0,"BMG",1566,0,0,"bench",64468,8784,"FullTime","True","KOE",1562,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"23",NA,0,NA,6,0,0,"KOE",1562,0,0,"bench",64468,8817,"FullTime","True","BSC",1574,2,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"24",NA,0,NA,7,0,0,"FCI",1570,1,0,"bench",64468,8802,"FullTime","True","KOE",1562,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"25",NA,0,NA,8,0,0,"KOE",1562,3,0,"bench",64468,8833,"FullTime","True","S04",1571,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"26",NA,0,NA,9,0,0,"H96",1573,1,0,"bench",64468,8820,"FullTime","True","KOE",1562,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"27",NA,0,NA,10,0,0,"KOE",1562,0,0,"bench",64468,8851,"FullTime","True","FCB",1569,4,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"28",NA,0,NA,11,0,0,"TSG",1577,0,0,"bench",64468,8838,"FullTime","True","KOE",1562,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"29",NA,0,NA,12,0,0,"KOE",1562,2,0,"bench",64468,8866,"FullTime","True","B04",1564,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"30",NA,0,NA,13,0,0,"M05",1563,0,0,"bench",64468,8856,"FullTime","True","KOE",1562,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"31",NA,0,NA,14,0,0,"KOE",1562,0,0,"bench",64468,8889,"FullTime","True","D98",1575,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"32",NA,0,NA,15,0,0,"FCA",1568,1,0,"bench",64468,8874,"FullTime","True","KOE",1562,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"33",NA,0,NA,16,0,0,"KOE",1562,1,0,"bench",64468,8907,"FullTime","True","BRE",1576,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"34",NA,0,NA,17,0,0,"BVB",1565,1,0,"not_present",64468,8892,"FullTime","True","KOE",1562,2,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"35",NA,0,NA,1,0,0,"KOE",1562,3,0,"not_present",64469,8764,"FullTime","True","VFB",1578,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"36",NA,0,NA,2,0,0,"WOB",1579,1,0,"not_present",64469,8775,"FullTime","True","KOE",1562,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"37",NA,0,NA,3,0,0,"HSV",1572,1,0,"not_present",64469,8766,"FullTime","True","KOE",1562,2,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"38",NA,0,NA,4,0,0,"KOE",1562,2,0,"bench",64469,8795,"FullTime","True","SGE",1567,6,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"39",NA,0,NA,5,0,0,"BMG",1566,0,0,"not_present",64469,8784,"FullTime","True","KOE",1562,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"40",NA,0,NA,6,0,0,"KOE",1562,0,0,"not_present",64469,8817,"FullTime","True","BSC",1574,2,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"41",NA,0,NA,7,0,0,"FCI",1570,1,0,"not_present",64469,8802,"FullTime","True","KOE",1562,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"42",NA,0,NA,8,0,0,"KOE",1562,3,0,"not_present",64469,8833,"FullTime","True","S04",1571,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"43",NA,0,NA,9,0,0,"H96",1573,1,0,"not_present",64469,8820,"FullTime","True","KOE",1562,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"44",NA,0,NA,10,0,0,"KOE",1562,0,0,"not_present",64469,8851,"FullTime","True","FCB",1569,4,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"45",NA,0,NA,11,0,0,"TSG",1577,0,0,"not_present",64469,8838,"FullTime","True","KOE",1562,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"46",NA,0,NA,12,0,0,"KOE",1562,2,0,"not_present",64469,8866,"FullTime","True","B04",1564,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"47",NA,0,NA,13,0,0,"M05",1563,0,0,"not_present",64469,8856,"FullTime","True","KOE",1562,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"48",NA,0,NA,14,0,0,"KOE",1562,0,0,"not_present",64469,8889,"FullTime","True","D98",1575,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"49",NA,0,NA,15,0,0,"FCA",1568,1,0,"not_present",64469,8874,"FullTime","True","KOE",1562,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"50",NA,0,NA,16,0,0,"KOE",1562,1,0,"not_present",64469,8907,"FullTime","True","BRE",1576,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"51",NA,0,NA,17,0,0,"BVB",1565,1,0,"bench",64469,8892,"FullTime","True","KOE",1562,2,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"52",0,0,0,1,0,0,"KOE",1562,3,0,"not_present",64470,8764,"FullTime","True","VFB",1578,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",0,0,0,2,0,0,"WOB",1579,1,0,"not_present",64470,8775,"FullTime","True","KOE",1562,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",0,0,0,3,0,0,"HSV",1572,1,0,"not_present",64470,8766,"FullTime","True","KOE",1562,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",0,0,0,4,0,0,"KOE",1562,2,0,"not_present",64470,8795,"FullTime","True","SGE",1567,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",0,0,0,5,0,0,"BMG",1566,0,0,"not_present",64470,8784,"FullTime","True","KOE",1562,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",0,0,0,6,0,0,"KOE",1562,0,0,"not_present",64470,8817,"FullTime","True","BSC",1574,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",0,0,0,7,0,0,"FCI",1570,1,0,"not_present",64470,8802,"FullTime","True","KOE",1562,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",0,0,0,8,0,0,"KOE",1562,3,0,"not_present",64470,8833,"FullTime","True","S04",1571,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",0,0,0,9,0,0,"H96",1573,1,0,"not_present",64470,8820,"FullTime","True","KOE",1562,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",0,0,0,10,0,0,"KOE",1562,0,0,"not_present",64470,8851,"FullTime","True","FCB",1569,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",0,0,0,11,0,0,"TSG",1577,0,0,"not_present",64470,8838,"FullTime","True","KOE",1562,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",0,0,0,12,0,0,"KOE",1562,2,0,"not_present",64470,8866,"FullTime","True","B04",1564,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",0,0,0,13,0,0,"M05",1563,0,0,"not_present",64470,8856,"FullTime","True","KOE",1562,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",0,0,0,14,0,0,"KOE",1562,0,0,"not_present",64470,8889,"FullTime","True","D98",1575,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",0,0,0,15,0,0,"FCA",1568,1,0,"not_present",64470,8874,"FullTime","True","KOE",1562,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",0,0,0,16,0,0,"KOE",1562,1,0,"not_present",64470,8907,"FullTime","True","BRE",1576,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",0,0,0,17,0,0,"BVB",1565,1,0,"not_present",64470,8892,"FullTime","True","KOE",1562,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",0,0,0,1,0,0,"KOE",1562,3,0,"not_present",64471,8764,"FullTime","True","VFB",1578,1,NA,NA,NA,NA,NA,NA,NA,NA,64471,"D. Maroh","KOE","DEF",8
"70",0,0,0,2,0,0,"WOB",1579,1,0,"not_present",64471,8775,"FullTime","True","KOE",1562,1,NA,NA,NA,NA,NA,NA,NA,NA,64471,"D. Maroh","KOE","DEF",8
"71",0,0,0,3,0,0,"HSV",1572,1,0,"not_present",64471,8766,"FullTime","True","KOE",1562,2,NA,NA,NA,NA,NA,NA,NA,NA,64471,"D. Maroh","KOE","DEF",8
"72",0,0,0,4,0,0,"KOE",1562,2,0,"bench",64471,8795,"FullTime","True","SGE",1567,6,NA,NA,NA,NA,NA,NA,NA,NA,64471,"D. Maroh","KOE","DEF",8
"73",0,0,0,5,0,0,"BMG",1566,0,0,"bench",64471,8784,"FullTime","True","KOE",1562,1,NA,NA,NA,NA,NA,NA,NA,NA,64471,"D. Maroh","KOE","DEF",8
"74",0,0,0,6,0,0,"KOE",1562,0,0,"bench",64471,8817,"FullTime","True","BSC",1574,2,NA,NA,NA,NA,NA,NA,NA,NA,64471,"D. Maroh","KOE","DEF",8
"75",0,0,0,7,0,0,"FCI",1570,1,0,"bench",64471,8802,"FullTime","True","KOE",1562,1,NA,NA,NA,NA,NA,NA,NA,NA,64471,"D. Maroh","KOE","DEF",8
"76",0,1,0,8,20,99500,"KOE",1562,3,20,"sub_in",64471,8833,"FullTime","True","S04",1571,0,64482,1443970593,70,NA,NA,NA,NA,NA,64471,"D. Maroh","KOE","DEF",8
"77",0,0,0,9,0,0,"H96",1573,1,0,"bench",64471,8820,"FullTime","True","KOE",1562,0,NA,NA,NA,NA,NA,NA,NA,NA,64471,"D. Maroh","KOE","DEF",8
"78",0,0,0,10,90,-68000,"KOE",1562,0,90,"starter",64471,8851,"FullTime","True","FCB",1569,4,NA,1445693400,0,NA,NA,NA,NA,NA,64471,"D. Maroh","KOE","DEF",8
"79",0,1,0,11,32,67500,"TSG",1577,0,32,"sub_in",64471,8838,"FullTime","True","KOE",1562,0,65037,1446306292,58,NA,NA,NA,NA,NA,64471,"D. Maroh","KOE","DEF",8
"80",0,0,2,12,90,301500,"KOE",1562,2,90,"starter",64471,8866,"FullTime","True","B04",1564,1,NA,1446906600,0,NA,NA,NA,NA,NA,64471,"D. Maroh","KOE","DEF",8
"81",0,1,0,13,90,133500,"M05",1563,0,90,"starter",64471,8856,"FullTime","True","KOE",1562,0,NA,1448116200,0,NA,NA,NA,NA,NA,64471,"D. Maroh","KOE","DEF",8
"82",0,1,0,14,90,134000,"KOE",1562,0,90,"starter",64471,8889,"FullTime","True","D98",1575,0,NA,1448652600,0,NA,NA,NA,NA,NA,64471,"D. Maroh","KOE","DEF",8
"83",0,0,0,15,90,19000,"FCA",1568,1,90,"starter",64471,8874,"FullTime","True","KOE",1562,0,NA,1449325800,0,NA,NA,NA,NA,NA,64471,"D. Maroh","KOE","DEF",8
"84",0,0,0,16,90,102000,"KOE",1562,1,90,"starter",64471,8907,"FullTime","True","BRE",1576,1,NA,1449930600,0,NA,NA,NA,NA,NA,64471,"D. Maroh","KOE","DEF",8
"85",0,0,0,17,90,87500,"BVB",1565,1,90,"starter",64471,8892,"FullTime","True","KOE",1562,2,NA,1450535400,0,NA,NA,NA,NA,NA,64471,"D. Maroh","KOE","DEF",8
"86",0,0,0,1,90,97000,"KOE",1562,3,90,"starter",64472,8764,"FullTime","True","VFB",1578,1,NA,1439739000,0,NA,NA,NA,NA,NA,64472,"J. Hector","KOE","DEF",9
"87",0,0,0,2,90,71500,"WOB",1579,1,90,"starter",64472,8775,"FullTime","True","KOE",1562,1,NA,1440250200,0,NA,NA,NA,NA,NA,64472,"J. Hector","KOE","DEF",9
"88",1,0,0,3,90,171500,"HSV",1572,1,90,"starter",64472,8766,"FullTime","True","KOE",1562,2,NA,1440855000,0,NA,NA,NA,NA,NA,64472,"J. Hector","KOE","DEF",9
"89",1,0,0,4,90,40500,"KOE",1562,2,90,"starter",64472,8795,"FullTime","True","SGE",1567,6,NA,1442075400,0,NA,NA,NA,NA,NA,64472,"J. Hector","KOE","DEF",9
"90",0,1,0,5,90,155000,"BMG",1566,0,90,"starter",64472,8784,"FullTime","True","KOE",1562,1,NA,1442669400,0,NA,NA,NA,NA,NA,64472,"J. Hector","KOE","DEF",9
"91",0,0,0,6,90,75500,"KOE",1562,0,90,"starter",64472,8817,"FullTime","True","BSC",1574,2,NA,1442944800,0,NA,NA,NA,NA,NA,64472,"J. Hector","KOE","DEF",9
"92",0,0,0,7,90,107000,"FCI",1570,1,90,"starter",64472,8802,"FullTime","True","KOE",1562,1,NA,1443205800,0,NA,NA,NA,NA,NA,64472,"J. Hector","KOE","DEF",9
"93",0,1,0,8,90,167500,"KOE",1562,3,90,"starter",64472,8833,"FullTime","True","S04",1571,0,NA,1443965400,0,NA,NA,NA,NA,NA,64472,"J. Hector","KOE","DEF",9
"94",0,0,0,9,90,63500,"H96",1573,1,90,"starter",64472,8820,"FullTime","True","KOE",1562,0,NA,1445175000,0,NA,NA,NA,NA,NA,64472,"J. Hector","KOE","DEF",9
"95",0,0,0,10,90,-5000,"KOE",1562,0,90,"starter",64472,8851,"FullTime","True","FCB",1569,4,NA,1445693400,0,NA,NA,NA,NA,NA,64472,"J. Hector","KOE","DEF",9
"96",0,1,0,11,90,138000,"TSG",1577,0,90,"starter",64472,8838,"FullTime","True","KOE",1562,0,NA,1446301800,0,NA,NA,NA,NA,NA,64472,"J. Hector","KOE","DEF",9
"97",0,0,0,12,90,100500,"KOE",1562,2,90,"starter",64472,8866,"FullTime","True","B04",1564,1,NA,1446906600,0,NA,NA,NA,NA,NA,64472,"J. Hector","KOE","DEF",9
"98",0,1,0,13,90,138500,"M05",1563,0,90,"starter",64472,8856,"FullTime","True","KOE",1562,0,NA,1448116200,0,NA,NA,NA,NA,NA,64472,"J. Hector","KOE","DEF",9
"99",0,1,0,14,90,136000,"KOE",1562,0,90,"starter",64472,8889,"FullTime","True","D98",1575,0,NA,1448652600,0,NA,NA,NA,NA,NA,64472,"J. Hector","KOE","DEF",9
"100",0,0,0,15,90,20500,"FCA",1568,1,90,"starter",64472,8874,"FullTime","True","KOE",1562,0,NA,1449325800,0,NA,NA,NA,NA,NA,64472,"J. Hector","KOE","DEF",9
"101",0,0,0,16,90,85000,"KOE",1562,1,90,"starter",64472,8907,"FullTime","True","BRE",1576,1,NA,1449930600,0,NA,NA,NA,NA,NA,64472,"J. Hector","KOE","DEF",9
"102",0,0,0,17,90,128000,"BVB",1565,1,90,"starter",64472,8892,"FullTime","True","KOE",1562,2,NA,1450535400,0,NA,NA,NA,NA,NA,64472,"J. Hector","KOE","DEF",9
"103",0,0,0,1,68,55000,"KOE",1562,3,68,"sub_out",64473,8764,"FullTime","True","VFB",1578,1,NA,1439739000,0,68,1439744095,NA,NA,NA,NA,NA,NA,NA,NA
"104",0,0,0,2,90,45000,"WOB",1579,1,90,"starter",64473,8775,"FullTime","True","KOE",1562,1,NA,1440250200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",0,0,0,3,66,52000,"HSV",1572,1,66,"sub_out",64473,8766,"FullTime","True","KOE",1562,2,NA,1440855000,0,66,1440860010,NA,NA,NA,NA,NA,NA,NA,NA
"106",0,0,0,4,90,10000,"KOE",1562,2,90,"starter",64473,8795,"FullTime","True","SGE",1567,6,NA,1442075400,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",0,1,0,5,90,156500,"BMG",1566,0,90,"starter",64473,8784,"FullTime","True","KOE",1562,1,NA,1442669400,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",0,0,0,6,60,42000,"KOE",1562,0,60,"sub_out",64473,8817,"FullTime","True","BSC",1574,2,NA,1442944800,0,60,1442949458,NA,NA,NA,NA,NA,NA,NA,NA
"109",0,0,0,7,0,0,"FCI",1570,1,0,"bench",64473,8802,"FullTime","True","KOE",1562,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",0,1,0,8,90,142000,"KOE",1562,3,90,"starter",64473,8833,"FullTime","True","S04",1571,0,NA,1443965400,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",0,0,0,9,58,6000,"H96",1573,1,58,"sub_out",64473,8820,"FullTime","True","KOE",1562,0,NA,1445175000,0,58,1445179455,NA,NA,NA,NA,NA,NA,NA,NA
"112",0,0,0,10,0,0,"KOE",1562,0,0,"bench",64473,8851,"FullTime","True","FCB",1569,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",0,0,0,11,0,0,"TSG",1577,0,0,"not_present",64473,8838,"FullTime","True","KOE",1562,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",0,0,0,12,0,0,"KOE",1562,2,0,"not_present",64473,8866,"FullTime","True","B04",1564,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",0,0,0,13,0,0,"M05",1563,0,0,"bench",64473,8856,"FullTime","True","KOE",1562,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",0,0,0,14,0,0,"KOE",1562,0,0,"bench",64473,8889,"FullTime","True","D98",1575,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",0,0,0,15,45,15500,"FCA",1568,1,45,"sub_in",64473,8874,"FullTime","True","KOE",1562,0,64876,1449329526,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",0,0,0,16,90,61500,"KOE",1562,1,90,"starter",64473,8907,"FullTime","True","BRE",1576,1,NA,1449930600,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",0,0,0,17,70,41000,"BVB",1565,1,70,"sub_out",64473,8892,"FullTime","True","KOE",1562,2,NA,1450535400,0,70,1450540588,NA,NA,NA,NA,NA,NA,NA,NA
"120",0,0,0,1,0,0,"KOE",1562,3,0,"not_present",64474,8764,"FullTime","True","VFB",1578,1,NA,NA,NA,NA,NA,NA,NA,NA,64474,"D. Svento","KOE","DEF",6
"121",0,0,0,2,0,0,"WOB",1579,1,0,"not_present",64474,8775,"FullTime","True","KOE",1562,1,NA,NA,NA,NA,NA,NA,NA,NA,64474,"D. Svento","KOE","DEF",6
"122",0,0,0,3,0,0,"HSV",1572,1,0,"not_present",64474,8766,"FullTime","True","KOE",1562,2,NA,NA,NA,NA,NA,NA,NA,NA,64474,"D. Svento","KOE","DEF",6
"123",0,0,0,4,0,0,"KOE",1562,2,0,"not_present",64474,8795,"FullTime","True","SGE",1567,6,NA,NA,NA,NA,NA,NA,NA,NA,64474,"D. Svento","KOE","DEF",6
"124",0,0,0,5,0,0,"BMG",1566,0,0,"not_present",64474,8784,"FullTime","True","KOE",1562,1,NA,NA,NA,NA,NA,NA,NA,NA,64474,"D. Svento","KOE","DEF",6
"125",0,0,0,6,0,0,"KOE",1562,0,0,"not_present",64474,8817,"FullTime","True","BSC",1574,2,NA,NA,NA,NA,NA,NA,NA,NA,64474,"D. Svento","KOE","DEF",6
"126",0,0,0,7,0,0,"FCI",1570,1,0,"not_present",64474,8802,"FullTime","True","KOE",1562,1,NA,NA,NA,NA,NA,NA,NA,NA,64474,"D. Svento","KOE","DEF",6
"127",0,0,0,8,0,0,"KOE",1562,3,0,"not_present",64474,8833,"FullTime","True","S04",1571,0,NA,NA,NA,NA,NA,NA,NA,NA,64474,"D. Svento","KOE","DEF",6
"128",0,0,0,9,0,0,"H96",1573,1,0,"not_present",64474,8820,"FullTime","True","KOE",1562,0,NA,NA,NA,NA,NA,NA,NA,NA,64474,"D. Svento","KOE","DEF",6
"129",0,0,0,10,0,0,"KOE",1562,0,0,"not_present",64474,8851,"FullTime","True","FCB",1569,4,NA,NA,NA,NA,NA,NA,NA,NA,64474,"D. Svento","KOE","DEF",6
"130",0,0,0,11,0,0,"TSG",1577,0,0,"not_present",64474,8838,"FullTime","True","KOE",1562,0,NA,NA,NA,NA,NA,NA,NA,NA,64474,"D. Svento","KOE","DEF",6
"131",0,0,0,12,0,0,"KOE",1562,2,0,"not_present",64474,8866,"FullTime","True","B04",1564,1,NA,NA,NA,NA,NA,NA,NA,NA,64474,"D. Svento","KOE","DEF",6
"132",0,0,0,13,0,0,"M05",1563,0,0,"not_present",64474,8856,"FullTime","True","KOE",1562,0,NA,NA,NA,NA,NA,NA,NA,NA,64474,"D. Svento","KOE","DEF",6
"133",0,0,0,14,0,0,"KOE",1562,0,0,"not_present",64474,8889,"FullTime","True","D98",1575,0,NA,NA,NA,NA,NA,NA,NA,NA,64474,"D. Svento","KOE","DEF",6
"134",0,0,0,15,0,0,"FCA",1568,1,0,"not_present",64474,8874,"FullTime","True","KOE",1562,0,NA,NA,NA,NA,NA,NA,NA,NA,64474,"D. Svento","KOE","DEF",6
"135",0,0,0,16,0,0,"KOE",1562,1,0,"not_present",64474,8907,"FullTime","True","BRE",1576,1,NA,NA,NA,NA,NA,NA,NA,NA,64474,"D. Svento","KOE","DEF",6
"136",0,0,0,17,0,15000,"BVB",1565,1,0,"sub_in",64474,8892,"FullTime","True","KOE",1562,2,64876,1450541913,92,NA,NA,NA,NA,NA,64474,"D. Svento","KOE","DEF",6
"137",1,0,0,1,45,109500,"KOE",1562,3,45,"sub_in",64475,8764,"FullTime","True","VFB",1578,1,64480,1439742686,45,NA,NA,NA,NA,NA,64475,"K. Vogt","KOE","MID",8.5
"138",0,0,0,2,90,46000,"WOB",1579,1,90,"starter",64475,8775,"FullTime","True","KOE",1562,1,NA,1440250200,0,NA,NA,NA,NA,NA,64475,"K. Vogt","KOE","MID",8.5
"139",0,0,0,3,90,93500,"HSV",1572,1,90,"starter",64475,8766,"FullTime","True","KOE",1562,2,NA,1440855000,0,NA,NA,NA,NA,NA,64475,"K. Vogt","KOE","MID",8.5
"140",0,0,0,4,90,32500,"KOE",1562,2,90,"starter",64475,8795,"FullTime","True","SGE",1567,6,NA,1442075400,0,NA,NA,NA,NA,NA,64475,"K. Vogt","KOE","MID",8.5
"141",0,1,0,5,45,95500,"BMG",1566,0,45,"sub_out",64475,8784,"FullTime","True","KOE",1562,1,NA,1442669400,0,45,1442673044,NA,NA,NA,64475,"K. Vogt","KOE","MID",8.5
"142",0,0,0,6,64,46000,"KOE",1562,0,64,"sub_out",64475,8817,"FullTime","True","BSC",1574,2,NA,1442944800,0,64,1442949651,NA,NA,NA,64475,"K. Vogt","KOE","MID",8.5
