"","assist","clean_sheet","goal","matchday","game_play_duration","total_earnings","away_shortname","away_squad","away_score","time_on_pitch","status","id","match_id","period","finished","home_shortname","home_squad","home_score","in_for_player","sub_in_timestamp","sub_in_minutes","sub_out_minutes","sub_out_timestamp","shot_on_target","attempt_saved","successful_pass","ID","Name","Club","Pos","init_Value"
"5651",0,NA,0,7,0,0,"BSC",1574,1,0,"not_present",64750,8805,"FullTime","True","SGE",1567,1,NA,NA,NA,NA,NA,0,NA,NA,64750,"R. Beerens","BSC","ATT",6
"5652",0,NA,0,8,0,0,"HSV",1572,0,0,"not_present",64750,8835,"FullTime","True","BSC",1574,3,NA,NA,NA,NA,NA,0,NA,NA,64750,"R. Beerens","BSC","ATT",6
"5653",0,NA,0,9,0,0,"BSC",1574,1,0,"not_present",64750,8824,"FullTime","True","S04",1571,2,NA,NA,NA,NA,NA,0,NA,NA,64750,"R. Beerens","BSC","ATT",6
"5654",0,NA,0,10,0,0,"BSC",1574,1,0,"not_present",64750,8852,"FullTime","True","FCI",1570,0,NA,NA,NA,NA,NA,0,NA,NA,64750,"R. Beerens","BSC","ATT",6
"5655",0,NA,0,11,0,0,"BMG",1566,4,0,"not_present",64750,8843,"FullTime","True","BSC",1574,1,NA,NA,NA,NA,NA,0,NA,NA,64750,"R. Beerens","BSC","ATT",6
"5656",0,NA,0,12,0,0,"BSC",1574,3,0,"bench",64750,8871,"FullTime","True","H96",1573,1,NA,NA,NA,NA,NA,0,NA,NA,64750,"R. Beerens","BSC","ATT",6
"5657",0,NA,0,13,0,0,"TSG",1577,0,0,"bench",64750,8862,"FullTime","True","BSC",1574,1,NA,NA,NA,NA,NA,0,NA,NA,64750,"R. Beerens","BSC","ATT",6
"5658",0,NA,0,14,0,0,"BSC",1574,0,0,"bench",64750,8887,"FullTime","True","FCB",1569,2,NA,NA,NA,NA,NA,0,NA,NA,64750,"R. Beerens","BSC","ATT",6
"5659",0,NA,0,15,0,0,"B04",1564,1,0,"bench",64750,8880,"FullTime","True","BSC",1574,2,NA,NA,NA,NA,NA,0,NA,NA,64750,"R. Beerens","BSC","ATT",6
"5660",0,NA,0,16,0,0,"BSC",1574,4,0,"bench",64750,8906,"FullTime","True","D98",1575,0,NA,NA,NA,NA,NA,0,NA,NA,64750,"R. Beerens","BSC","ATT",6
"5661",0,NA,0,17,0,0,"M05",1563,0,0,"not_present",64750,8899,"FullTime","True","BSC",1574,2,NA,NA,NA,NA,NA,0,NA,NA,64750,"R. Beerens","BSC","ATT",6
"5662",0,NA,1,1,74,197500,"BSC",1574,1,74,"sub_out",64751,8761,"FullTime","True","FCA",1568,0,NA,1439645400,0,74,1439650873,1,NA,NA,64751,"S. Kalou","BSC","ATT",6.5
"5663",0,NA,1,1,74,197500,"BSC",1574,1,74,"sub_out",64751,8761,"FullTime","True","FCA",1568,0,NA,1439645400,0,74,1439650873,1,NA,NA,64751,"V. Ibisevic","BSC","ATT",5
"5664",0,NA,0,2,82,49500,"BRE",1576,1,82,"sub_out",64751,8782,"FullTime","True","BSC",1574,1,NA,1440181800,0,82,1440187793,0,NA,NA,64751,"S. Kalou","BSC","ATT",6.5
"5665",0,NA,0,2,82,49500,"BRE",1576,1,82,"sub_out",64751,8782,"FullTime","True","BSC",1574,1,NA,1440181800,0,82,1440187793,0,NA,NA,64751,"V. Ibisevic","BSC","ATT",5
"5666",0,NA,1,3,19,98000,"BSC",1574,1,19,"sub_in",64751,8768,"FullTime","True","BVB",1565,3,64737,1440946794,71,NA,NA,1,NA,NA,64751,"S. Kalou","BSC","ATT",6.5
"5667",0,NA,1,3,19,98000,"BSC",1574,1,19,"sub_in",64751,8768,"FullTime","True","BVB",1565,3,64737,1440946794,71,NA,NA,1,NA,NA,64751,"V. Ibisevic","BSC","ATT",5
"5668",0,NA,0,4,73,67500,"VFB",1578,1,73,"sub_out",64751,8800,"FullTime","True","BSC",1574,2,NA,1442064600,0,73,1442070338,0,NA,NA,64751,"S. Kalou","BSC","ATT",6.5
"5669",0,NA,0,4,73,67500,"VFB",1578,1,73,"sub_out",64751,8800,"FullTime","True","BSC",1574,2,NA,1442064600,0,73,1442070338,0,NA,NA,64751,"V. Ibisevic","BSC","ATT",5
"5670",0,NA,0,5,0,0,"BSC",1574,0,0,"bench",64751,8792,"FullTime","True","WOB",1579,2,NA,NA,NA,NA,NA,0,NA,NA,64751,"S. Kalou","BSC","ATT",6.5
"5671",0,NA,0,5,0,0,"BSC",1574,0,0,"bench",64751,8792,"FullTime","True","WOB",1579,2,NA,NA,NA,NA,NA,0,NA,NA,64751,"V. Ibisevic","BSC","ATT",5
"5672",0,NA,0,6,71,57000,"KOE",1562,0,71,"sub_out",64751,8817,"FullTime","True","BSC",1574,2,NA,1442944800,0,71,1442950104,0,NA,NA,64751,"S. Kalou","BSC","ATT",6.5
"5673",0,NA,0,6,71,57000,"KOE",1562,0,71,"sub_out",64751,8817,"FullTime","True","BSC",1574,2,NA,1442944800,0,71,1442950104,0,NA,NA,64751,"V. Ibisevic","BSC","ATT",5
"5674",0,NA,0,7,78,33500,"BSC",1574,1,78,"sub_out",64751,8805,"FullTime","True","SGE",1567,1,NA,1443360600,0,78,1443366252,0,NA,NA,64751,"S. Kalou","BSC","ATT",6.5
"5675",0,NA,0,7,78,33500,"BSC",1574,1,78,"sub_out",64751,8805,"FullTime","True","SGE",1567,1,NA,1443360600,0,78,1443366252,0,NA,NA,64751,"V. Ibisevic","BSC","ATT",5
"5676",0,NA,1,8,70,173500,"HSV",1572,0,70,"sub_out",64751,8835,"FullTime","True","BSC",1574,3,NA,1443879000,0,70,1443884251,1,NA,NA,64751,"S. Kalou","BSC","ATT",6.5
"5677",0,NA,1,8,70,173500,"HSV",1572,0,70,"sub_out",64751,8835,"FullTime","True","BSC",1574,3,NA,1443879000,0,70,1443884251,1,NA,NA,64751,"V. Ibisevic","BSC","ATT",5
"5678",0,NA,1,9,90,122000,"BSC",1574,1,90,"sub_out",64751,8824,"FullTime","True","S04",1571,2,NA,1445088600,0,91,1445095107,1,NA,NA,64751,"S. Kalou","BSC","ATT",6.5
"5679",0,NA,1,9,90,122000,"BSC",1574,1,90,"sub_out",64751,8824,"FullTime","True","S04",1571,2,NA,1445088600,0,91,1445095107,1,NA,NA,64751,"V. Ibisevic","BSC","ATT",5
"5680",0,NA,0,10,87,89000,"BSC",1574,1,87,"sub_out",64751,8852,"FullTime","True","FCI",1570,0,NA,1445704200,0,87,1445710443,0,NA,NA,64751,"S. Kalou","BSC","ATT",6.5
"5681",0,NA,0,10,87,89000,"BSC",1574,1,87,"sub_out",64751,8852,"FullTime","True","FCI",1570,0,NA,1445704200,0,87,1445710443,0,NA,NA,64751,"V. Ibisevic","BSC","ATT",5
"5682",0,NA,0,11,45,17000,"BMG",1566,4,45,"sub_out",64751,8843,"FullTime","True","BSC",1574,1,NA,1446301800,0,45,1446305599,2,NA,NA,64751,"S. Kalou","BSC","ATT",6.5
"5683",0,NA,0,11,45,17000,"BMG",1566,4,45,"sub_out",64751,8843,"FullTime","True","BSC",1574,1,NA,1446301800,0,45,1446305599,2,NA,NA,64751,"V. Ibisevic","BSC","ATT",5
"5684",0,NA,3,12,90,385000,"BSC",1574,3,90,"sub_out",64751,8871,"FullTime","True","H96",1573,1,NA,1446838200,0,90,1446844638,3,NA,NA,64751,"S. Kalou","BSC","ATT",6.5
"5685",0,NA,3,12,90,385000,"BSC",1574,3,90,"sub_out",64751,8871,"FullTime","True","H96",1573,1,NA,1446838200,0,90,1446844638,3,NA,NA,64751,"V. Ibisevic","BSC","ATT",5
"5686",0,NA,0,13,90,41000,"TSG",1577,0,90,"sub_out",64751,8862,"FullTime","True","BSC",1574,1,NA,1448202600,0,91,1448209283,0,NA,NA,64751,"S. Kalou","BSC","ATT",6.5
"5687",0,NA,0,13,90,41000,"TSG",1577,0,90,"sub_out",64751,8862,"FullTime","True","BSC",1574,1,NA,1448202600,0,91,1448209283,0,NA,NA,64751,"V. Ibisevic","BSC","ATT",5
"5688",0,NA,0,14,90,12000,"BSC",1574,0,90,"starter",64751,8887,"FullTime","True","FCB",1569,2,NA,1448721000,0,NA,NA,0,NA,NA,64751,"S. Kalou","BSC","ATT",6.5
"5689",0,NA,0,14,90,12000,"BSC",1574,0,90,"starter",64751,8887,"FullTime","True","FCB",1569,2,NA,1448721000,0,NA,NA,0,NA,NA,64751,"V. Ibisevic","BSC","ATT",5
"5690",0,NA,0,15,78,58500,"B04",1564,1,78,"sub_out",64751,8880,"FullTime","True","BSC",1574,2,NA,1449325800,0,78,1449331588,0,NA,NA,64751,"S. Kalou","BSC","ATT",6.5
"5691",0,NA,0,15,78,58500,"B04",1564,1,78,"sub_out",64751,8880,"FullTime","True","BSC",1574,2,NA,1449325800,0,78,1449331588,0,NA,NA,64751,"V. Ibisevic","BSC","ATT",5
"5692",0,NA,1,16,80,218500,"BSC",1574,4,80,"sub_out",64751,8906,"FullTime","True","D98",1575,0,NA,1449930600,0,80,1449936379,1,NA,NA,64751,"S. Kalou","BSC","ATT",6.5
"5693",0,NA,1,16,80,218500,"BSC",1574,4,80,"sub_out",64751,8906,"FullTime","True","D98",1575,0,NA,1449930600,0,80,1449936379,1,NA,NA,64751,"V. Ibisevic","BSC","ATT",5
"5694",0,NA,1,17,87,185000,"M05",1563,0,87,"sub_out",64751,8899,"FullTime","True","BSC",1574,2,NA,1450621800,0,87,1450628239,1,NA,NA,64751,"S. Kalou","BSC","ATT",6.5
"5695",0,NA,1,17,87,185000,"M05",1563,0,87,"sub_out",64751,8899,"FullTime","True","BSC",1574,2,NA,1450621800,0,87,1450628239,1,NA,NA,64751,"V. Ibisevic","BSC","ATT",5
"5696",0,NA,0,1,0,0,"BSC",1574,1,0,"not_present",64752,8761,"FullTime","True","FCA",1568,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"5697",0,NA,0,2,0,0,"BRE",1576,1,0,"not_present",64752,8782,"FullTime","True","BSC",1574,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"5698",0,NA,0,3,0,0,"BSC",1574,1,0,"not_present",64752,8768,"FullTime","True","BVB",1565,3,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"5699",0,NA,0,4,0,0,"VFB",1578,1,0,"not_present",64752,8800,"FullTime","True","BSC",1574,2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"5700",0,NA,0,5,0,0,"BSC",1574,0,0,"not_present",64752,8792,"FullTime","True","WOB",1579,2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"5701",0,NA,0,6,0,0,"KOE",1562,0,0,"not_present",64752,8817,"FullTime","True","BSC",1574,2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"5702",0,NA,0,7,0,0,"BSC",1574,1,0,"not_present",64752,8805,"FullTime","True","SGE",1567,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"5703",0,NA,0,8,0,0,"HSV",1572,0,0,"not_present",64752,8835,"FullTime","True","BSC",1574,3,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"5704",0,NA,0,9,0,0,"BSC",1574,1,0,"not_present",64752,8824,"FullTime","True","S04",1571,2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"5705",0,NA,0,10,0,0,"BSC",1574,1,0,"not_present",64752,8852,"FullTime","True","FCI",1570,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"5706",0,NA,0,11,0,0,"BMG",1566,4,0,"not_present",64752,8843,"FullTime","True","BSC",1574,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"5707",0,NA,0,12,0,0,"BSC",1574,3,0,"not_present",64752,8871,"FullTime","True","H96",1573,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"5708",0,NA,0,13,0,0,"TSG",1577,0,0,"not_present",64752,8862,"FullTime","True","BSC",1574,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"5709",0,NA,0,14,0,0,"BSC",1574,0,0,"not_present",64752,8887,"FullTime","True","FCB",1569,2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"5710",0,NA,0,15,0,0,"B04",1564,1,0,"not_present",64752,8880,"FullTime","True","BSC",1574,2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"5711",0,NA,0,16,0,0,"BSC",1574,4,0,"not_present",64752,8906,"FullTime","True","D98",1575,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"5712",0,NA,0,17,0,0,"M05",1563,0,0,"not_present",64752,8899,"FullTime","True","BSC",1574,2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"5713",0,NA,0,1,3,1000,"H96",1573,2,3,"sub_in",64753,8762,"FullTime","True","D98",1575,2,64772,1439651659,87,NA,NA,0,NA,NA,64753,"S. Wagner","D98","ATT",4.5
"5714",0,NA,0,2,7,-15000,"D98",1575,1,7,"sub_in",64753,8779,"FullTime","True","S04",1571,1,64772,1440256209,83,NA,NA,0,NA,NA,64753,"S. Wagner","D98","ATT",4.5
"5715",0,NA,0,3,3,5500,"TSG",1577,0,3,"sub_in",64753,8771,"FullTime","True","D98",1575,0,64772,1440861219,87,NA,NA,1,NA,NA,64753,"S. Wagner","D98","ATT",4.5
"5716",0,NA,0,4,24,50000,"D98",1575,1,24,"sub_in",64753,8793,"FullTime","True","B04",1564,0,64772,1442069563,66,NA,NA,0,NA,NA,64753,"S. Wagner","D98","ATT",4.5
"5717",0,NA,0,5,31,-34000,"FCB",1569,3,31,"sub_in",64753,8789,"FullTime","True","D98",1575,0,64772,1442673962,59,NA,NA,0,NA,NA,64753,"S. Wagner","D98","ATT",4.5
"5718",0,NA,2,6,90,347500,"BRE",1576,1,90,"starter",64753,8818,"FullTime","True","D98",1575,2,NA,1442944800,0,NA,NA,2,NA,NA,64753,"S. Wagner","D98","ATT",4.5
"5719",0,NA,0,7,90,66000,"D98",1575,2,90,"starter",64753,8804,"FullTime","True","BVB",1565,2,NA,1443367800,0,NA,NA,1,NA,NA,64753,"S. Wagner","D98","ATT",4.5
"5720",0,NA,0,8,90,36000,"M05",1563,3,90,"starter",64753,8836,"FullTime","True","D98",1575,2,NA,1443810600,0,NA,NA,2,NA,NA,64753,"S. Wagner","D98","ATT",4.5
"5721",0,NA,1,9,80,219500,"D98",1575,2,80,"sub_out",64753,8823,"FullTime","True","FCA",1568,0,NA,1445088600,0,80,1445094400,1,NA,NA,64753,"S. Wagner","D98","ATT",4.5
"5722",0,NA,0,10,90,22000,"WOB",1579,1,90,"starter",64753,8854,"FullTime","True","D98",1575,0,NA,1445693400,0,NA,NA,2,NA,NA,64753,"S. Wagner","D98","ATT",4.5
"5723",0,NA,0,11,90,49000,"D98",1575,0,90,"starter",64753,8845,"FullTime","True","VFB",1578,2,NA,1446388200,0,NA,NA,0,NA,NA,64753,"S. Wagner","D98","ATT",4.5
"5724",0,NA,0,12,90,67000,"HSV",1572,1,90,"starter",64753,8872,"FullTime","True","D98",1575,1,NA,1446917400,0,NA,NA,0,NA,NA,64753,"S. Wagner","D98","ATT",4.5
"5725",0,NA,0,13,0,0,"D98",1575,1,0,"not_present",64753,8859,"FullTime","True","FCI",1570,3,NA,NA,NA,NA,NA,0,NA,NA,64753,"S. Wagner","D98","ATT",4.5
"5726",0,NA,0,14,90,65000,"KOE",1562,0,90,"starter",64753,8889,"FullTime","True","D98",1575,0,NA,1448652600,0,NA,NA,0,NA,NA,64753,"S. Wagner","D98","ATT",4.5
"5727",0,NA,0,15,90,159000,"D98",1575,1,90,"starter",64753,8876,"FullTime","True","SGE",1567,0,NA,1449419400,0,NA,NA,0,NA,NA,64753,"S. Wagner","D98","ATT",4.5
"5728",0,NA,0,16,90,-3500,"BSC",1574,4,90,"starter",64753,8906,"FullTime","True","D98",1575,0,NA,1449930600,0,NA,NA,1,NA,NA,64753,"S. Wagner","D98","ATT",4.5
"5729",1,NA,1,17,90,213000,"D98",1575,2,90,"starter",64753,8893,"FullTime","True","BMG",1566,3,NA,1450629000,0,NA,NA,2,NA,NA,64753,"S. Wagner","D98","ATT",4.5
"5730",NA,0,NA,1,0,0,"H96",1573,2,0,"bench",64754,8762,"FullTime","True","D98",1575,2,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"5731",NA,0,NA,2,0,0,"D98",1575,1,0,"bench",64754,8779,"FullTime","True","S04",1571,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"5732",NA,0,NA,3,0,0,"TSG",1577,0,0,"bench",64754,8771,"FullTime","True","D98",1575,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"5733",NA,0,NA,4,0,0,"D98",1575,1,0,"not_present",64754,8793,"FullTime","True","B04",1564,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"5734",NA,0,NA,5,0,0,"FCB",1569,3,0,"not_present",64754,8789,"FullTime","True","D98",1575,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"5735",NA,0,NA,6,0,0,"BRE",1576,1,0,"not_present",64754,8818,"FullTime","True","D98",1575,2,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"5736",NA,0,NA,7,0,0,"D98",1575,2,0,"not_present",64754,8804,"FullTime","True","BVB",1565,2,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"5737",NA,0,NA,8,0,0,"M05",1563,3,0,"not_present",64754,8836,"FullTime","True","D98",1575,2,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"5738",NA,0,NA,9,0,0,"D98",1575,2,0,"not_present",64754,8823,"FullTime","True","FCA",1568,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"5739",NA,0,NA,10,0,0,"WOB",1579,1,0,"not_present",64754,8854,"FullTime","True","D98",1575,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"5740",NA,0,NA,11,0,0,"D98",1575,0,0,"not_present",64754,8845,"FullTime","True","VFB",1578,2,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"5741",NA,0,NA,12,0,0,"HSV",1572,1,0,"not_present",64754,8872,"FullTime","True","D98",1575,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"5742",NA,0,NA,13,0,0,"D98",1575,1,0,"not_present",64754,8859,"FullTime","True","FCI",1570,3,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"5743",NA,0,NA,14,0,0,"KOE",1562,0,0,"not_present",64754,8889,"FullTime","True","D98",1575,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"5744",NA,0,NA,15,0,0,"D98",1575,1,0,"bench",64754,8876,"FullTime","True","SGE",1567,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"5745",NA,0,NA,16,0,0,"BSC",1574,4,0,"bench",64754,8906,"FullTime","True","D98",1575,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"5746",NA,0,NA,17,0,0,"D98",1575,2,0,"bench",64754,8893,"FullTime","True","BMG",1566,3,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"5747",NA,0,NA,1,90,127500,"H96",1573,2,90,"starter",64755,8762,"FullTime","True","D98",1575,2,NA,1439645400,0,NA,NA,NA,5,11,64755,"C. Mathenia","D98","GOA",5.5
"5748",NA,0,NA,2,90,71000,"D98",1575,1,90,"starter",64755,8779,"FullTime","True","S04",1571,1,NA,1440250200,0,NA,NA,NA,4,14,64755,"C. Mathenia","D98","GOA",5.5
"5749",NA,1,NA,3,90,127000,"TSG",1577,0,90,"starter",64755,8771,"FullTime","True","D98",1575,0,NA,1440855000,0,NA,NA,NA,3,14,64755,"C. Mathenia","D98","GOA",5.5
"5750",NA,1,NA,4,90,141000,"D98",1575,1,90,"starter",64755,8793,"FullTime","True","B04",1564,0,NA,1442064600,0,NA,NA,NA,4,20,64755,"C. Mathenia","D98","GOA",5.5
"5751",NA,0,NA,5,90,13500,"FCB",1569,3,90,"starter",64755,8789,"FullTime","True","D98",1575,0,NA,1442669400,0,NA,NA,NA,3,25,64755,"C. Mathenia","D98","GOA",5.5
"5752",NA,0,NA,6,90,83500,"BRE",1576,1,90,"starter",64755,8818,"FullTime","True","D98",1575,2,NA,1442944800,0,NA,NA,NA,2,17,64755,"C. Mathenia","D98","GOA",5.5
"5753",NA,0,NA,7,90,43500,"D98",1575,2,90,"starter",64755,8804,"FullTime","True","BVB",1565,2,NA,1443367800,0,NA,NA,NA,2,11,64755,"C. Mathenia","D98","GOA",5.5
"5754",NA,0,NA,8,90,32000,"M05",1563,3,90,"starter",64755,8836,"FullTime","True","D98",1575,2,NA,1443810600,0,NA,NA,NA,4,18,64755,"C. Mathenia","D98","GOA",5.5
"5755",NA,1,NA,9,90,178500,"D98",1575,2,90,"starter",64755,8823,"FullTime","True","FCA",1568,0,NA,1445088600,0,NA,NA,NA,3,26,64755,"C. Mathenia","D98","GOA",5.5
"5756",NA,0,NA,10,90,47000,"WOB",1579,1,90,"starter",64755,8854,"FullTime","True","D98",1575,0,NA,1445693400,0,NA,NA,NA,5,26,64755,"C. Mathenia","D98","GOA",5.5
"5757",NA,0,NA,11,90,30500,"D98",1575,0,90,"starter",64755,8845,"FullTime","True","VFB",1578,2,NA,1446388200,0,NA,NA,NA,2,25,64755,"C. Mathenia","D98","GOA",5.5
"5758",NA,0,NA,12,90,65500,"HSV",1572,1,90,"starter",64755,8872,"FullTime","True","D98",1575,1,NA,1446917400,0,NA,NA,NA,2,24,64755,"C. Mathenia","D98","GOA",5.5
"5759",NA,0,NA,13,90,12000,"D98",1575,1,90,"starter",64755,8859,"FullTime","True","FCI",1570,3,NA,1448209800,0,NA,NA,NA,4,10,64755,"C. Mathenia","D98","GOA",5.5
"5760",NA,1,NA,14,90,127500,"KOE",1562,0,90,"starter",64755,8889,"FullTime","True","D98",1575,0,NA,1448652600,0,NA,NA,NA,2,20,64755,"C. Mathenia","D98","GOA",5.5
"5761",NA,1,NA,15,90,156500,"D98",1575,1,90,"starter",64755,8876,"FullTime","True","SGE",1567,0,NA,1449419400,0,NA,NA,NA,3,18,64755,"C. Mathenia","D98","GOA",5.5
"5762",NA,0,NA,16,90,-30000,"BSC",1574,4,90,"starter",64755,8906,"FullTime","True","D98",1575,0,NA,1449930600,0,NA,NA,NA,0,9,64755,"C. Mathenia","D98","GOA",5.5
"5763",NA,0,NA,17,90,18000,"D98",1575,2,90,"starter",64755,8893,"FullTime","True","BMG",1566,3,NA,1450629000,0,NA,NA,NA,2,19,64755,"C. Mathenia","D98","GOA",5.5
"5764",0,0,0,1,0,0,"H96",1573,2,0,"not_present",64756,8762,"FullTime","True","D98",1575,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5765",0,0,0,2,0,0,"D98",1575,1,0,"not_present",64756,8779,"FullTime","True","S04",1571,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5766",0,0,0,3,0,0,"TSG",1577,0,0,"not_present",64756,8771,"FullTime","True","D98",1575,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5767",0,0,0,4,0,0,"D98",1575,1,0,"not_present",64756,8793,"FullTime","True","B04",1564,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5768",0,0,0,5,0,0,"FCB",1569,3,0,"not_present",64756,8789,"FullTime","True","D98",1575,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5769",0,0,0,6,0,0,"BRE",1576,1,0,"not_present",64756,8818,"FullTime","True","D98",1575,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5770",0,0,0,7,0,0,"D98",1575,2,0,"not_present",64756,8804,"FullTime","True","BVB",1565,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5771",0,0,0,8,0,0,"M05",1563,3,0,"not_present",64756,8836,"FullTime","True","D98",1575,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5772",0,0,0,9,0,0,"D98",1575,2,0,"not_present",64756,8823,"FullTime","True","FCA",1568,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5773",0,0,0,10,0,0,"WOB",1579,1,0,"not_present",64756,8854,"FullTime","True","D98",1575,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5774",0,0,0,11,0,0,"D98",1575,0,0,"not_present",64756,8845,"FullTime","True","VFB",1578,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5775",0,0,0,12,0,0,"HSV",1572,1,0,"not_present",64756,8872,"FullTime","True","D98",1575,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5776",0,0,0,13,0,0,"D98",1575,1,0,"not_present",64756,8859,"FullTime","True","FCI",1570,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5777",0,0,0,14,0,0,"KOE",1562,0,0,"not_present",64756,8889,"FullTime","True","D98",1575,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5778",0,0,0,15,0,0,"D98",1575,1,0,"not_present",64756,8876,"FullTime","True","SGE",1567,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5779",0,0,0,16,0,0,"BSC",1574,4,0,"not_present",64756,8906,"FullTime","True","D98",1575,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5780",0,0,0,17,0,0,"D98",1575,2,0,"not_present",64756,8893,"FullTime","True","BMG",1566,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5781",0,0,0,1,90,-60500,"H96",1573,2,90,"starter",64757,8762,"FullTime","True","D98",1575,2,NA,1439645400,0,NA,NA,NA,NA,NA,64757,"A. Sulu","D98","DEF",6
"5782",0,0,0,2,90,54500,"D98",1575,1,90,"starter",64757,8779,"FullTime","True","S04",1571,1,NA,1440250200,0,NA,NA,NA,NA,NA,64757,"A. Sulu","D98","DEF",6
"5783",0,1,0,3,90,119000,"TSG",1577,0,90,"starter",64757,8771,"FullTime","True","D98",1575,0,NA,1440855000,0,NA,NA,NA,NA,NA,64757,"A. Sulu","D98","DEF",6
"5784",0,1,1,4,90,231000,"D98",1575,1,90,"starter",64757,8793,"FullTime","True","B04",1564,0,NA,1442064600,0,NA,NA,NA,NA,NA,64757,"A. Sulu","D98","DEF",6
"5785",0,0,0,5,90,-14500,"FCB",1569,3,90,"starter",64757,8789,"FullTime","True","D98",1575,0,NA,1442669400,0,NA,NA,NA,NA,NA,64757,"A. Sulu","D98","DEF",6
"5786",0,0,0,6,90,78500,"BRE",1576,1,90,"starter",64757,8818,"FullTime","True","D98",1575,2,NA,1442944800,0,NA,NA,NA,NA,NA,64757,"A. Sulu","D98","DEF",6
"5787",0,0,1,7,90,141000,"D98",1575,2,90,"starter",64757,8804,"FullTime","True","BVB",1565,2,NA,1443367800,0,NA,NA,NA,NA,NA,64757,"A. Sulu","D98","DEF",6
"5788",0,0,0,8,90,25500,"M05",1563,3,90,"starter",64757,8836,"FullTime","True","D98",1575,2,NA,1443810600,0,NA,NA,NA,NA,NA,64757,"A. Sulu","D98","DEF",6
